Ma_TSN,Ten_TSN,type,Ma_toa_cha,Ten_toa_cha,Ma_SSN,Ten_SSN,Tinh
D01.120.03,"Tòa án nhân dân khu vực 3 - An Giang ",NEW,D01.120,"Tòa án nhân dân tỉnh An Giang",D01.120.03,"Tòa án nhân dân khu vực 3 - An Giang ","Tỉnh An Giang"
D01.120.04,"Tòa án nhân dân khu vực 4 - An Giang ",NEW,D01.120,"Tòa án nhân dân tỉnh An Giang",D01.120.04,"Tòa án nhân dân khu vực 4 - An Giang ","Tỉnh An Giang"
D01.120.05,"Tòa án nhân dân khu vực 5 - An Giang",NEW,D01.120,"Tòa án nhân dân tỉnh An Giang",D01.120.05,"Tòa án nhân dân khu vực 5 - An Giang","Tỉnh An Giang"
D01.120.06,"Tòa án nhân dân khu vực 6 - An Giang ",NEW,D01.120,"Tòa án nhân dân tỉnh An Giang",D01.120.06,"Tòa án nhân dân khu vực 6 - An Giang ","Tỉnh An Giang"
D01.120.07,"Tòa án nhân dân khu vực 7 - An Giang ",NEW,D01.120,"Tòa án nhân dân tỉnh An Giang",D01.120.07,"Tòa án nhân dân khu vực 7 - An Giang ","Tỉnh An Giang"
D01.120.08,"Tòa án nhân dân khu vực 8 - An Giang ",NEW,D01.120,"Tòa án nhân dân tỉnh An Giang",D01.120.08,"Tòa án nhân dân khu vực 8 - An Giang ","Tỉnh An Giang"
D01.120.09,"Tòa án nhân dân khu vực 9 - An Giang",NEW,D01.120,"Tòa án nhân dân tỉnh An Giang",D01.120.09,"Tòa án nhân dân khu vực 9 - An Giang","Tỉnh An Giang"
D01.120.10,"Tòa án nhân dân khu vực 10 - An Giang",NEW,D01.120,"Tòa án nhân dân tỉnh An Giang",D01.120.10,"Tòa án nhân dân khu vực 10 - An Giang","Tỉnh An Giang"
D01.120.11,"Tòa án nhân dân khu vực 11 - An Giang",NEW,D01.120,"Tòa án nhân dân tỉnh An Giang",D01.120.11,"Tòa án nhân dân khu vực 11 - An Giang","Tỉnh An Giang"
D01.120.12,"Tòa án nhân dân khu vực 12 - An Giang",NEW,D01.120,"Tòa án nhân dân tỉnh An Giang",D01.120.12,"Tòa án nhân dân khu vực 12 - An Giang","Tỉnh An Giang"
D01.120.13,"Tòa án nhân dân khu vực 13 - An Giang",NEW,D01.120,"Tòa án nhân dân tỉnh An Giang",D01.120.13,"Tòa án nhân dân khu vực 13 - An Giang","Tỉnh An Giang"
D01.120.14,"Tòa án nhân dân khu vực 14 - An Giang",NEW,D01.120,"Tòa án nhân dân tỉnh An Giang",D01.120.14,"Tòa án nhân dân khu vực 14 - An Giang","Tỉnh An Giang"
D01.120.15,"Tòa án nhân dân khu vực 15 - An Giang",NEW,D01.120,"Tòa án nhân dân tỉnh An Giang",D01.120.15,"Tòa án nhân dân khu vực 15 - An Giang","Tỉnh An Giang"
D01.121.01,"Tòa án nhân dân khu vực 1 - Bắc Ninh",NEW,D01.121,"Tòa án nhân dân tỉnh Bắc Ninh",D01.121.01,"Tòa án nhân dân khu vực 1 - Bắc Ninh","Tỉnh Bắc Ninh"
D01.121.02,"Tòa án nhân dân khu vực 2 - Bắc Ninh",NEW,D01.121,"Tòa án nhân dân tỉnh Bắc Ninh",D01.121.02,"Tòa án nhân dân khu vực 2 - Bắc Ninh","Tỉnh Bắc Ninh"
D01.121.03,"Tòa án nhân dân khu vực 3 - Bắc Ninh",NEW,D01.121,"Tòa án nhân dân tỉnh Bắc Ninh",D01.121.03,"Tòa án nhân dân khu vực 3 - Bắc Ninh","Tỉnh Bắc Ninh"
D01.121.04,"Tòa án nhân dân khu vực 4 - Bắc Ninh",NEW,D01.121,"Tòa án nhân dân tỉnh Bắc Ninh",D01.121.04,"Tòa án nhân dân khu vực 4 - Bắc Ninh","Tỉnh Bắc Ninh"
D01.121.05,"Tòa án nhân dân khu vực 5 - Bắc Ninh",NEW,D01.121,"Tòa án nhân dân tỉnh Bắc Ninh",D01.121.05,"Tòa án nhân dân khu vực 5 - Bắc Ninh","Tỉnh Bắc Ninh"
D01.121.06,"Tòa án nhân dân khu vực 6 - Bắc Ninh",NEW,D01.121,"Tòa án nhân dân tỉnh Bắc Ninh",D01.121.06,"Tòa án nhân dân khu vực 6 - Bắc Ninh","Tỉnh Bắc Ninh"
D01.121.07,"Tòa án nhân dân khu vực 7 - Bắc Ninh",NEW,D01.121,"Tòa án nhân dân tỉnh Bắc Ninh",D01.121.07,"Tòa án nhân dân khu vực 7 - Bắc Ninh","Tỉnh Bắc Ninh"
D01.121.08,"Tòa án nhân dân khu vực 8 - Bắc Ninh",NEW,D01.121,"Tòa án nhân dân tỉnh Bắc Ninh",D01.121.08,"Tòa án nhân dân khu vực 8 - Bắc Ninh","Tỉnh Bắc Ninh"
D01.121.09,"Tòa án nhân dân khu vực 9 - Bắc Ninh",NEW,D01.121,"Tòa án nhân dân tỉnh Bắc Ninh",D01.121.09,"Tòa án nhân dân khu vực 9 - Bắc Ninh","Tỉnh Bắc Ninh"
D01.122.01,"Tòa án nhân dân khu vực 1 - Cà Mau",NEW,D01.122,"Tòa án nhân dân tỉnh Cà Mau",D01.122.01,"Tòa án nhân dân khu vực 1 - Cà Mau","Tỉnh Cà Mau"
D01.122.02,"Tòa án nhân dân khu vực 2 - Cà Mau",NEW,D01.122,"Tòa án nhân dân tỉnh Cà Mau",D01.122.02,"Tòa án nhân dân khu vực 2 - Cà Mau","Tỉnh Cà Mau"
D01.122.03,"Tòa án nhân dân khu vực 3 - Cà Mau",NEW,D01.122,"Tòa án nhân dân tỉnh Cà Mau",D01.122.03,"Tòa án nhân dân khu vực 3 - Cà Mau","Tỉnh Cà Mau"
D01.122.04,"Tòa án nhân dân khu vực 4 - Cà Mau",NEW,D01.122,"Tòa án nhân dân tỉnh Cà Mau",D01.122.04,"Tòa án nhân dân khu vực 4 - Cà Mau","Tỉnh Cà Mau"
D01.122.05,"Tòa án nhân dân khu vực 5 - Cà Mau",NEW,D01.122,"Tòa án nhân dân tỉnh Cà Mau",D01.122.05,"Tòa án nhân dân khu vực 5 - Cà Mau","Tỉnh Cà Mau"
D01.122.06,"Tòa án nhân dân khu vực 6 - Cà Mau",NEW,D01.122,"Tòa án nhân dân tỉnh Cà Mau",D01.122.06,"Tòa án nhân dân khu vực 6 - Cà Mau","Tỉnh Cà Mau"
D01.122.07,"Tòa án nhân dân khu vực 7 - Cà Mau",NEW,D01.122,"Tòa án nhân dân tỉnh Cà Mau",D01.122.07,"Tòa án nhân dân khu vực 7 - Cà Mau","Tỉnh Cà Mau"
D01.122.08,"Tòa án nhân dân khu vực 8 - Cà Mau",NEW,D01.122,"Tòa án nhân dân tỉnh Cà Mau",D01.122.08,"Tòa án nhân dân khu vực 8 - Cà Mau","Tỉnh Cà Mau"
D01.122.09,"Tòa án nhân dân khu vực 9 - Cà Mau",NEW,D01.122,"Tòa án nhân dân tỉnh Cà Mau",D01.122.09,"Tòa án nhân dân khu vực 9 - Cà Mau","Tỉnh Cà Mau"
D01.123.01,"Tòa án nhân dân khu vực 1 - Cao Bằng",NEW,D01.123,"Tòa án nhân dân tỉnh Cao Bằng",D01.123.01,"Tòa án nhân dân khu vực 1 - Cao Bằng","Tỉnh Cao Bằng"
D01.123.02,"Tòa án nhân dân khu vực 2 - Cao Bằng",NEW,D01.123,"Tòa án nhân dân tỉnh Cao Bằng",D01.123.02,"Tòa án nhân dân khu vực 2 - Cao Bằng","Tỉnh Cao Bằng"
D01.123.03,"Tòa án nhân dân khu vực 3 - Cao Bằng",NEW,D01.123,"Tòa án nhân dân tỉnh Cao Bằng",D01.123.03,"Tòa án nhân dân khu vực 3 - Cao Bằng","Tỉnh Cao Bằng"
D01.123.04,"Tòa án nhân dân khu vực 4 - Cao Bằng",NEW,D01.123,"Tòa án nhân dân tỉnh Cao Bằng",D01.123.04,"Tòa án nhân dân khu vực 4 - Cao Bằng","Tỉnh Cao Bằng"
D01.123.05,"Tòa án nhân dân khu vực 5 - Cao Bằng",NEW,D01.123,"Tòa án nhân dân tỉnh Cao Bằng",D01.123.05,"Tòa án nhân dân khu vực 5 - Cao Bằng","Tỉnh Cao Bằng"
D01.124.01,"Tòa án nhân dân khu vực 1 - Cần Thơ",NEW,D01.124,"Tòa án nhân dân Thành phố Cần Thơ",D01.124.01,"Tòa án nhân dân khu vực 1 - Cần Thơ","Thành phố Cần Thơ"
D01.124.02,"Tòa án nhân dân khu vực 2 - Cần Thơ",NEW,D01.124,"Tòa án nhân dân Thành phố Cần Thơ",D01.124.02,"Tòa án nhân dân khu vực 2 - Cần Thơ","Thành phố Cần Thơ"
D01.124.03,"Tòa án nhân dân khu vực 3 - Cần Thơ",NEW,D01.124,"Tòa án nhân dân Thành phố Cần Thơ",D01.124.03,"Tòa án nhân dân khu vực 3 - Cần Thơ","Thành phố Cần Thơ"
D01.124.04,"Tòa án nhân dân khu vực 4 - Cần Thơ",NEW,D01.124,"Tòa án nhân dân Thành phố Cần Thơ",D01.124.04,"Tòa án nhân dân khu vực 4 - Cần Thơ","Thành phố Cần Thơ"
D01.124.05,"Tòa án nhân dân khu vực 5 - Cần Thơ",NEW,D01.124,"Tòa án nhân dân Thành phố Cần Thơ",D01.124.05,"Tòa án nhân dân khu vực 5 - Cần Thơ","Thành phố Cần Thơ"
D01.124.06,"Tòa án nhân dân khu vực 6 - Cần Thơ",NEW,D01.124,"Tòa án nhân dân Thành phố Cần Thơ",D01.124.06,"Tòa án nhân dân khu vực 6 - Cần Thơ","Thành phố Cần Thơ"
D01.124.07,"Tòa án nhân dân khu vực 7 - Cần Thơ",NEW,D01.124,"Tòa án nhân dân Thành phố Cần Thơ",D01.124.07,"Tòa án nhân dân khu vực 7 - Cần Thơ","Thành phố Cần Thơ"
D01.124.08,"Tòa án nhân dân khu vực 8 - Cần Thơ",NEW,D01.124,"Tòa án nhân dân Thành phố Cần Thơ",D01.124.08,"Tòa án nhân dân khu vực 8 - Cần Thơ","Thành phố Cần Thơ"
D01.124.09,"Tòa án nhân dân khu vực 9 - Cần Thơ",NEW,D01.124,"Tòa án nhân dân Thành phố Cần Thơ",D01.124.09,"Tòa án nhân dân khu vực 9 - Cần Thơ","Thành phố Cần Thơ"
D01.124.10,"Tòa án nhân dân khu vực 10 - Cần Thơ",NEW,D01.124,"Tòa án nhân dân Thành phố Cần Thơ",D01.124.10,"Tòa án nhân dân khu vực 10 - Cần Thơ","Thành phố Cần Thơ"
D01.124.11,"Tòa án nhân dân khu vực 11 - Cần Thơ",NEW,D01.124,"Tòa án nhân dân Thành phố Cần Thơ",D01.124.11,"Tòa án nhân dân khu vực 11 - Cần Thơ","Thành phố Cần Thơ"
D01.124.12,"Tòa án nhân dân khu vực 12 - Cần Thơ",NEW,D01.124,"Tòa án nhân dân Thành phố Cần Thơ",D01.124.12,"Tòa án nhân dân khu vực 12 - Cần Thơ","Thành phố Cần Thơ"
D01.124.13,"Tòa án nhân dân khu vực 13 - Cần Thơ",NEW,D01.124,"Tòa án nhân dân Thành phố Cần Thơ",D01.124.13,"Tòa án nhân dân khu vực 13 - Cần Thơ","Thành phố Cần Thơ"
D01.124.14,"Tòa án nhân dân khu vực 14 - Cần Thơ",NEW,D01.124,"Tòa án nhân dân Thành phố Cần Thơ",D01.124.14,"Tòa án nhân dân khu vực 14 - Cần Thơ","Thành phố Cần Thơ"
D01.125.01,"Tòa án nhân dân khu vực 1 - Đà Nẵng ",NEW,D01.125,"Tòa án nhân dân Thành phố Đà Nẵng",D01.125.01,"Tòa án nhân dân khu vực 1 - Đà Nẵng ","Thành phố Đà Nẵng"
D01.125.02,"Tòa án nhân dân khu vực 2 - Đà Nẵng",NEW,D01.125,"Tòa án nhân dân Thành phố Đà Nẵng",D01.125.02,"Tòa án nhân dân khu vực 2 - Đà Nẵng","Thành phố Đà Nẵng"
D01.125.03,"Tòa án nhân dân khu vực 3 - Đà Nẵng",NEW,D01.125,"Tòa án nhân dân Thành phố Đà Nẵng",D01.125.03,"Tòa án nhân dân khu vực 3 - Đà Nẵng","Thành phố Đà Nẵng"
D01.125.04,"Tòa án nhân dân khu vực 4 - Đà Nẵng",NEW,D01.125,"Tòa án nhân dân Thành phố Đà Nẵng",D01.125.04,"Tòa án nhân dân khu vực 4 - Đà Nẵng","Thành phố Đà Nẵng"
D01.125.05,"Tòa án nhân dân khu vực 5 - Đà Nẵng",NEW,D01.125,"Tòa án nhân dân Thành phố Đà Nẵng",D01.125.05,"Tòa án nhân dân khu vực 5 - Đà Nẵng","Thành phố Đà Nẵng"
D01.125.06,"Tòa án nhân dân khu vực 6 - Đà Nẵng",NEW,D01.125,"Tòa án nhân dân Thành phố Đà Nẵng",D01.125.06,"Tòa án nhân dân khu vực 6 - Đà Nẵng","Thành phố Đà Nẵng"
D01.125.07,"Tòa án nhân dân khu vực 7 - Đà Nẵng",NEW,D01.125,"Tòa án nhân dân Thành phố Đà Nẵng",D01.125.07,"Tòa án nhân dân khu vực 7 - Đà Nẵng","Thành phố Đà Nẵng"
D01.125.08,"Tòa án nhân dân khu vực 8 - Đà Nẵng",NEW,D01.125,"Tòa án nhân dân Thành phố Đà Nẵng",D01.125.08,"Tòa án nhân dân khu vực 8 - Đà Nẵng","Thành phố Đà Nẵng"
D01.125.09,"Tòa án nhân dân khu vực 9 - Đà Nẵng",NEW,D01.125,"Tòa án nhân dân Thành phố Đà Nẵng",D01.125.09,"Tòa án nhân dân khu vực 9 - Đà Nẵng","Thành phố Đà Nẵng"
D01.125.10,"Tòa án nhân dân khu vực 10 - Đà Nẵng",NEW,D01.125,"Tòa án nhân dân Thành phố Đà Nẵng",D01.125.10,"Tòa án nhân dân khu vực 10 - Đà Nẵng","Thành phố Đà Nẵng"
D01.125.11,"Tòa án nhân dân khu vực 11 - Đà Nẵng",NEW,D01.125,"Tòa án nhân dân Thành phố Đà Nẵng",D01.125.11,"Tòa án nhân dân khu vực 11 - Đà Nẵng","Thành phố Đà Nẵng"
D01.125.12,"Tòa án nhân dân khu vực 12 - Đà Nẵng",NEW,D01.125,"Tòa án nhân dân Thành phố Đà Nẵng",D01.125.12,"Tòa án nhân dân khu vực 12 - Đà Nẵng","Thành phố Đà Nẵng"
D01.126.01,"Tòa án nhân dân khu vực 1 - Đắk Lắk",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.01,"Tòa án nhân dân khu vực 1 - Đắk Lắk","Tỉnh Đắk Lắk"
D01.126.02,"Tòa án nhân dân khu vực 2 - Đắk Lắk",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.02,"Tòa án nhân dân khu vực 2 - Đắk Lắk","Tỉnh Đắk Lắk"
D01.126.03,"Tòa án nhân dân khu vực 3 - Đắk Lắk",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.03,"Tòa án nhân dân khu vực 3 - Đắk Lắk","Tỉnh Đắk Lắk"
D01.126.04,"Tòa án nhân dân khu vực 4 - Đắk Lắk",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.04,"Tòa án nhân dân khu vực 4 - Đắk Lắk","Tỉnh Đắk Lắk"
D01.126.05,"Tòa án nhân dân khu vực 5 - Đắk Lắk ",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.05,"Tòa án nhân dân khu vực 5 - Đắk Lắk ","Tỉnh Đắk Lắk"
D01.126.06,"Tòa án nhân dân khu vực 6 - Đắk Lắk",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.06,"Tòa án nhân dân khu vực 6 - Đắk Lắk","Tỉnh Đắk Lắk"
D01.126.07,"Tòa án nhân dân khu vực 7 - Đắk Lắk",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.07,"Tòa án nhân dân khu vực 7 - Đắk Lắk","Tỉnh Đắk Lắk"
D01.126.08,"Tòa án nhân dân khu vực 8 - Đắk Lắk",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.08,"Tòa án nhân dân khu vực 8 - Đắk Lắk","Tỉnh Đắk Lắk"
D01.126.09,"Tòa án nhân dân khu vực 9 - Đắk Lắk",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.09,"Tòa án nhân dân khu vực 9 - Đắk Lắk","Tỉnh Đắk Lắk"
D01.126.10,"Tòa án nhân dân khu vực 10 - Đắk Lắk",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.10,"Tòa án nhân dân khu vực 10 - Đắk Lắk","Tỉnh Đắk Lắk"
D01.126.11,"Tòa án nhân dân khu vực 11 - Đắk Lắk",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.11,"Tòa án nhân dân khu vực 11 - Đắk Lắk","Tỉnh Đắk Lắk"
D01.126.12,"Tòa án nhân dân khu vực 12 - Đắk Lắk",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.12,"Tòa án nhân dân khu vực 12 - Đắk Lắk","Tỉnh Đắk Lắk"
D01.126.13,"Tòa án nhân dân khu vực 13 - Đắk Lắk",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.13,"Tòa án nhân dân khu vực 13 - Đắk Lắk","Tỉnh Đắk Lắk"
D01.126.14,"Tòa án nhân dân khu vực 14 - Đắk Lắk",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.14,"Tòa án nhân dân khu vực 14 - Đắk Lắk","Tỉnh Đắk Lắk"
D01.126.15,"Tòa án nhân dân khu vực 15 - Đắk Lắk",NEW,D01.126,"Tòa án nhân dân tỉnh Đắk Lắk",D01.126.15,"Tòa án nhân dân khu vực 15 - Đắk Lắk","Tỉnh Đắk Lắk"
D01.127.01,"Tòa án nhân dân khu vực 1 - Điện Biên",NEW,D01.127,"Tòa án nhân dân tỉnh Điện Biên",D01.127.01,"Tòa án nhân dân khu vực 1 - Điện Biên","Tỉnh Điện Biên"
D01.127.02,"Tòa án nhân dân khu vực 2 - Điện Biên",NEW,D01.127,"Tòa án nhân dân tỉnh Điện Biên",D01.127.02,"Tòa án nhân dân khu vực 2 - Điện Biên","Tỉnh Điện Biên"
D01.127.03,"Tòa án nhân dân khu vực 3 - Điện Biên",NEW,D01.127,"Tòa án nhân dân tỉnh Điện Biên",D01.127.03,"Tòa án nhân dân khu vực 3 - Điện Biên","Tỉnh Điện Biên"
D01.127.04,"Tòa án nhân dân khu vực 4 - Điện Biên",NEW,D01.127,"Tòa án nhân dân tỉnh Điện Biên",D01.127.04,"Tòa án nhân dân khu vực 4 - Điện Biên","Tỉnh Điện Biên"
D01.127.05,"Tòa án nhân dân khu vực 5 - Điện Biên",NEW,D01.127,"Tòa án nhân dân tỉnh Điện Biên",D01.127.05,"Tòa án nhân dân khu vực 5 - Điện Biên","Tỉnh Điện Biên"
D01.128.01,"Tòa án nhân dân khu vực 1 - Đồng Nai",NEW,D01.128,"Tòa án nhân dân tỉnh Đồng Nai",D01.128.01,"Tòa án nhân dân khu vực 1 - Đồng Nai","Tỉnh Đồng Nai"
D01.128.02,"Tòa án nhân dân khu vực 2 - Đồng Nai",NEW,D01.128,"Tòa án nhân dân tỉnh Đồng Nai",D01.128.02,"Tòa án nhân dân khu vực 2 - Đồng Nai","Tỉnh Đồng Nai"
D01.128.03,"Tòa án nhân dân khu vực 3 - Đồng Nai",NEW,D01.128,"Tòa án nhân dân tỉnh Đồng Nai",D01.128.03,"Tòa án nhân dân khu vực 3 - Đồng Nai","Tỉnh Đồng Nai"
D01.128.04,"Tòa án nhân dân khu vực 4 - Đồng Nai",NEW,D01.128,"Tòa án nhân dân tỉnh Đồng Nai",D01.128.04,"Tòa án nhân dân khu vực 4 - Đồng Nai","Tỉnh Đồng Nai"
D01.128.05,"Tòa án nhân dân khu vực 5 - Đồng Nai",NEW,D01.128,"Tòa án nhân dân tỉnh Đồng Nai",D01.128.05,"Tòa án nhân dân khu vực 5 - Đồng Nai","Tỉnh Đồng Nai"
D01.128.06,"Tòa án nhân dân khu vực 6 - Đồng Nai",NEW,D01.128,"Tòa án nhân dân tỉnh Đồng Nai",D01.128.06,"Tòa án nhân dân khu vực 6 - Đồng Nai","Tỉnh Đồng Nai"
D01.128.07,"Tòa án nhân dân khu vực 7 - Đồng Nai",NEW,D01.128,"Tòa án nhân dân tỉnh Đồng Nai",D01.128.07,"Tòa án nhân dân khu vực 7 - Đồng Nai","Tỉnh Đồng Nai"
D01.128.08,"Tòa án nhân dân khu vực 8 - Đồng Nai",NEW,D01.128,"Tòa án nhân dân tỉnh Đồng Nai",D01.128.08,"Tòa án nhân dân khu vực 8 - Đồng Nai","Tỉnh Đồng Nai"
D01.128.09,"Tòa án nhân dân khu vực 9 - Đồng Nai",NEW,D01.128,"Tòa án nhân dân tỉnh Đồng Nai",D01.128.09,"Tòa án nhân dân khu vực 9 - Đồng Nai","Tỉnh Đồng Nai"
D01.128.10,"Tòa án nhân dân khu vực 10 - Đồng Nai",NEW,D01.128,"Tòa án nhân dân tỉnh Đồng Nai",D01.128.10,"Tòa án nhân dân khu vực 10 - Đồng Nai","Tỉnh Đồng Nai"
D01.128.11,"Tòa án nhân dân khu vực 11 - Đồng Nai",NEW,D01.128,"Tòa án nhân dân tỉnh Đồng Nai",D01.128.11,"Tòa án nhân dân khu vực 11 - Đồng Nai","Tỉnh Đồng Nai"
D01.128.12,"Tòa án nhân dân khu vực 12 - Đồng Nai",NEW,D01.128,"Tòa án nhân dân tỉnh Đồng Nai",D01.128.12,"Tòa án nhân dân khu vực 12 - Đồng Nai","Tỉnh Đồng Nai"
D01.128.13,"Tòa án nhân dân khu vực 13 - Đồng Nai",NEW,D01.128,"Tòa án nhân dân tỉnh Đồng Nai",D01.128.13,"Tòa án nhân dân khu vực 13 - Đồng Nai","Tỉnh Đồng Nai"
D01.128.14,"Tòa án nhân dân khu vực 14 - Đồng Nai",NEW,D01.128,"Tòa án nhân dân tỉnh Đồng Nai",D01.128.14,"Tòa án nhân dân khu vực 14 - Đồng Nai","Tỉnh Đồng Nai"
D01.129.01,"Tòa án nhân dân khu vực 1 - Đồng Tháp",NEW,D01.129,"Tòa án nhân dân tỉnh Đồng Tháp",D01.129.01,"Tòa án nhân dân khu vực 1 - Đồng Tháp","Tỉnh Đồng Tháp"
D01.129.02,"Tòa án nhân dân khu vực 2 - Đồng Tháp",NEW,D01.129,"Tòa án nhân dân tỉnh Đồng Tháp",D01.129.02,"Tòa án nhân dân khu vực 2 - Đồng Tháp","Tỉnh Đồng Tháp"
D01.129.03,"Tòa án nhân dân khu vực 3 - Đồng Tháp",NEW,D01.129,"Tòa án nhân dân tỉnh Đồng Tháp",D01.129.03,"Tòa án nhân dân khu vực 3 - Đồng Tháp","Tỉnh Đồng Tháp"
D01.129.04,"Tòa án nhân dân khu vực 4 - Đồng Tháp",NEW,D01.129,"Tòa án nhân dân tỉnh Đồng Tháp",D01.129.04,"Tòa án nhân dân khu vực 4 - Đồng Tháp","Tỉnh Đồng Tháp"
D01.129.05,"Tòa án nhân dân khu vực 5 - Đồng Tháp",NEW,D01.129,"Tòa án nhân dân tỉnh Đồng Tháp",D01.129.05,"Tòa án nhân dân khu vực 5 - Đồng Tháp","Tỉnh Đồng Tháp"
D01.129.06,"Tòa án nhân dân khu vực 6 - Đồng Tháp",NEW,D01.129,"Tòa án nhân dân tỉnh Đồng Tháp",D01.129.06,"Tòa án nhân dân khu vực 6 - Đồng Tháp","Tỉnh Đồng Tháp"
D01.129.07,"Tòa án nhân dân khu vực 7 - Đồng Tháp",NEW,D01.129,"Tòa án nhân dân tỉnh Đồng Tháp",D01.129.07,"Tòa án nhân dân khu vực 7 - Đồng Tháp","Tỉnh Đồng Tháp"
D01.129.08,"Tòa án nhân dân khu vực 8 - Đồng Tháp",NEW,D01.129,"Tòa án nhân dân tỉnh Đồng Tháp",D01.129.08,"Tòa án nhân dân khu vực 8 - Đồng Tháp","Tỉnh Đồng Tháp"
D01.129.09,"Tòa án nhân dân khu vực 9 - Đồng Tháp",NEW,D01.129,"Tòa án nhân dân tỉnh Đồng Tháp",D01.129.09,"Tòa án nhân dân khu vực 9 - Đồng Tháp","Tỉnh Đồng Tháp"
D01.129.10,"Tòa án nhân dân khu vực 10 - Đồng Tháp",NEW,D01.129,"Tòa án nhân dân tỉnh Đồng Tháp",D01.129.10,"Tòa án nhân dân khu vực 10 - Đồng Tháp","Tỉnh Đồng Tháp"
D01.129.11,"Tòa án nhân dân khu vực 11 - Đồng Tháp",NEW,D01.129,"Tòa án nhân dân tỉnh Đồng Tháp",D01.129.11,"Tòa án nhân dân khu vực 11 - Đồng Tháp","Tỉnh Đồng Tháp"
D01.129.12,"Tòa án nhân dân khu vực 12 - Đồng Tháp",NEW,D01.129,"Tòa án nhân dân tỉnh Đồng Tháp",D01.129.12,"Tòa án nhân dân khu vực 12 - Đồng Tháp","Tỉnh Đồng Tháp"
D01.130.01,"Tòa án nhân dân khu vực 1 - Gia Lai",NEW,D01.130,"Tòa án nhân dân tỉnh Gia Lai",D01.130.01,"Tòa án nhân dân khu vực 1 - Gia Lai","Tỉnh Gia Lai"
D01.130.02,"Tòa án nhân dân khu vực 2 - Gia Lai",NEW,D01.130,"Tòa án nhân dân tỉnh Gia Lai",D01.130.02,"Tòa án nhân dân khu vực 2 - Gia Lai","Tỉnh Gia Lai"
D01.130.03,"Tòa án nhân dân khu vực 3 - Gia Lai",NEW,D01.130,"Tòa án nhân dân tỉnh Gia Lai",D01.130.03,"Tòa án nhân dân khu vực 3 - Gia Lai","Tỉnh Gia Lai"
D01.130.04,"Tòa án nhân dân khu vực 4 - Gia Lai",NEW,D01.130,"Tòa án nhân dân tỉnh Gia Lai",D01.130.04,"Tòa án nhân dân khu vực 4 - Gia Lai","Tỉnh Gia Lai"
D01.130.05,"Tòa án nhân dân khu vực 5 - Gia Lai",NEW,D01.130,"Tòa án nhân dân tỉnh Gia Lai",D01.130.05,"Tòa án nhân dân khu vực 5 - Gia Lai","Tỉnh Gia Lai"
D01.130.06,"Tòa án nhân dân khu vực 6 - Gia Lai",NEW,D01.130,"Tòa án nhân dân tỉnh Gia Lai",D01.130.06,"Tòa án nhân dân khu vực 6 - Gia Lai","Tỉnh Gia Lai"
D01.130.07,"Tòa án nhân dân khu vực 7 - Gia Lai",NEW,D01.130,"Tòa án nhân dân tỉnh Gia Lai",D01.130.07,"Tòa án nhân dân khu vực 7 - Gia Lai","Tỉnh Gia Lai"
D01.130.08,"Tòa án nhân dân khu vực 8 - Gia Lai",NEW,D01.130,"Tòa án nhân dân tỉnh Gia Lai",D01.130.08,"Tòa án nhân dân khu vực 8 - Gia Lai","Tỉnh Gia Lai"
D01.130.09,"Tòa án nhân dân khu vực 9 - Gia Lai",NEW,D01.130,"Tòa án nhân dân tỉnh Gia Lai",D01.130.09,"Tòa án nhân dân khu vực 9 - Gia Lai","Tỉnh Gia Lai"
D01.130.10,"Tòa án nhân dân khu vực 10 - Gia Lai",NEW,D01.130,"Tòa án nhân dân tỉnh Gia Lai",D01.130.10,"Tòa án nhân dân khu vực 10 - Gia Lai","Tỉnh Gia Lai"
D01.130.11,"Tòa án nhân dân khu vực 11 - Gia Lai",NEW,D01.130,"Tòa án nhân dân tỉnh Gia Lai",D01.130.11,"Tòa án nhân dân khu vực 11 - Gia Lai","Tỉnh Gia Lai"
